6.0385e+07,5.8799e+07,5.8574e+07,5.8799e+07
6.1154e+07,5.9115e+07,5.8799e+07,5.9115e+07
6.1363e+07,6.0385e+07,5.9115e+07,6.0385e+07
6.1963e+07,6.1154e+07,6.0385e+07,6.1154e+07
6.3192e+07,6.1363e+07,6.1154e+07,6.1363e+07
6.3587e+07,6.1963e+07,6.1363e+07,6.1963e+07
6.4152e+07,6.3192e+07,6.1963e+07,6.3192e+07
6.5148e+07,6.3587e+07,6.3192e+07,6.3587e+07
6.523e+07,6.4152e+07,6.3587e+07,6.4152e+07
6.6851e+07,6.5148e+07,6.4152e+07,6.5148e+07
6.6942e+07,6.523e+07,6.5148e+07,6.523e+07
6.7269e+07,6.6851e+07,6.523e+07,6.6851e+07
6.784e+07,6.6942e+07,6.6851e+07,6.6942e+07
6.9307e+07,6.7269e+07,6.6942e+07,6.7269e+07
6.9731e+07,6.784e+07,6.7269e+07,6.784e+07
7.0684e+07,6.9307e+07,6.784e+07,6.9307e+07
7.1293e+07,6.9731e+07,6.9307e+07,6.9731e+07
7.1346e+07,7.0684e+07,6.9731e+07,7.0684e+07
7.252e+07,7.1293e+07,7.0684e+07,7.1293e+07
7.3385e+07,7.1346e+07,7.1293e+07,7.1346e+07
7.5127e+07,7.252e+07,7.1346e+07,7.252e+07
7.5151e+07,7.3385e+07,7.252e+07,7.3385e+07
7.5309e+07,7.5127e+07,7.3385e+07,7.5127e+07
7.5424e+07,7.5151e+07,7.5127e+07,7.5151e+07
7.7459e+07,7.5309e+07,7.5151e+07,7.5309e+07
7.8099e+07,7.5424e+07,7.5309e+07,7.5424e+07
7.9483e+07,7.7459e+07,7.5424e+07,7.7459e+07
8.0888e+07,7.8099e+07,7.7459e+07,7.8099e+07
8.1167e+07,7.9483e+07,7.8099e+07,7.9483e+07
8.1406e+07,8.0888e+07,7.9483e+07,8.0888e+07
8.1567e+07,8.1167e+07,8.0888e+07,8.1167e+07
8.3569e+07,8.1406e+07,8.1167e+07,8.1406e+07
8.3677e+07,8.1567e+07,8.1406e+07,8.1567e+07
8.5753e+07,8.3569e+07,8.1567e+07,8.3569e+07
8.6466e+07,8.3677e+07,8.3569e+07,8.3677e+07
8.7022e+07,8.5753e+07,8.3677e+07,8.5753e+07
8.8028e+07,8.6466e+07,8.5753e+07,8.6466e+07
8.8103e+07,8.7022e+07,8.6466e+07,8.7022e+07
8.9255e+07,8.8028e+07,8.7022e+07,8.8028e+07
9.067e+07,8.8103e+07,8.8028e+07,8.8103e+07
9.1451e+07,8.9255e+07,8.8103e+07,8.9255e+07
9.2045e+07,9.067e+07,8.9255e+07,9.067e+07
9.4834e+07,9.1451e+07,9.067e+07,9.1451e+07
9.6369e+07,9.2045e+07,9.1451e+07,9.2045e+07
9.6399e+07,9.4834e+07,9.2045e+07,9.4834e+07
9.7623e+07,9.6369e+07,9.4834e+07,9.6369e+07
9.798e+07,9.6399e+07,9.6369e+07,9.6399e+07
9.8169e+07,9.7623e+07,9.6399e+07,9.7623e+07
1.0041e+08,9.798e+07,9.7623e+07,9.798e+07
1.032e+08,9.8169e+07,9.798e+07,9.8169e+07
1.0412e+08,1.0041e+08,9.8169e+07,1.0041e+08
1.0442e+08,1.032e+08,1.0041e+08,1.032e+08
1.0599e+08,1.0412e+08,1.032e+08,1.0412e+08
